ZIP,Adjust Gross Income,Number of returns,Amount
46928,8143,30,8143
,,,
46929,"78,726","1,510","79,939"
46929,5640,510,5684
46929,14941,400,15067
46929,15029,250,15260
46929,13798,160,13994
46929,20785,160,21401
46929,8533,30,8533
,,,
46932,"92,020","1,670","93,147"
46932,6456,540,6516
46932,15200,420,15402
46932,15258,250,15513
46932,18331,210,18491
46932,27665,220,28115
46932,9110,30,9110
,,,
46933,"128,135","3,120","129,121"
46933,16236,1340,16367
46933,31201,870,31412
46933,27263,450,27446
46933,21676,250,21797
46933,24724,190,25064
46933,7035,20,7035
,,,
46936,"172,706","2,810","174,992"
46936,10175,890,10299
46936,21815,590,22043
46936,27021,440,27207
46936,29359,340,29591
46936,63925,490,64611
46936,20411,60,21241
,,,
46938,"59,472","1,360","60,184"
46938,6801,580,6937
46938,12025,330,12137
46938,12129,200,12214
46938,10769,130,10868
46938,17748,120,18028
46938,** ,** ,** 
,,,
46939,"44,164",910,"45,050"
46939,3902,330,4002
46939,9175,250,9247
46939,8458,140,8643
46939,7567,90,7693
46939,15062,100,15465
46939,** ,** ,** 
,,,
46940,"60,791","1,120","61,648"
46940,4438,390,4498
46940,9619,270,9705
46940,10889,180,11001
46940,10823,120,10915
46940,17746,140,18253
46940,7276,20,7276
,,,
46941,"27,474",540,"27,783"
46941,2199,200,2212
46941,4688,130,4750
46941,5056,80,5056
46941,5474,60,5494
46941,10057,70,10271
46941,** ,** ,** 
,,,
46943,"4,246",140,"4,246"
46943,834,70,834
46943,1334,40,1334
46943,2078,30,2078
46943,** ,** ,** 
46943,** ,** ,** 
46943,0,0,0
,,,
46947,"575,879","12,930","583,419"
46947,63405,5240,64100
46947,140576,3910,141608
46947,111229,1800,112314
46947,88166,1020,88927
46947,102234,800,103816
46947,70269,160,72654
,,,
46950,"15,544",320,"15,642"
46950,1467,120,1467
46950,2504,70,2546
46950,3437,60,3437
46950,3605,40,3661
46950,4531,30,4531
46950,** ,** ,** 
,,,
46951,"45,201",960,"45,853"
46951,3910,330,3970
46951,9999,270,10168
46951,9731,160,9859
46951,8427,100,8546
46951,13134,100,13310
46951,** ,** ,** 
,,,
46952,"463,184","9,070","469,775"
46952,46251,3810,46891
46952,82980,2300,83848
46952,70189,1140,71010
46952,68853,800,69655
46952,107244,830,108573
46952,87667,190,89798
,,,
46953,"318,580","8,770","321,874"
46953,52848,4300,53344
46953,85962,2400,86726
46953,62469,1020,62922
46953,49755,580,50125
46953,53556,430,54767
46953,13990,40,13990
,,,
46960,"25,879",530,"26,400"
46960,2312,200,2358
46960,5087,140,5119
46960,5248,90,5465
46960,4468,50,4468
46960,8764,50,8990
46960,** ,** ,** 
,,,
46962,"218,522","4,120","221,935"
46962,17399,1600,17713
46962,37420,1040,37997
46962,37767,610,38106
46962,37068,430,37498
46962,47911,370,48536
46962,40957,70,42085
,,,
46970,"481,653","10,770","486,411"
46970,53680,4490,54176
46970,99506,2770,100310
46970,99792,1620,100673
46970,79423,920,80053
46970,110152,860,111321
46970,39100,110,39878
,,,
46974,"38,043",770,"38,646"
46974,3227,290,3299
46974,6802,180,6933
46974,7539,120,7635
46974,7396,90,7508
46974,13079,90,13271
46974,** ,** ,** 
,,,
46975,"339,368","6,440","344,824"
46975,29056,2530,29486
46975,60946,1680,61664
46975,55139,900,55770
46975,50470,590,51067
46975,81028,620,82344
46975,62729,120,64493
,,,
46978,"48,377","1,000","49,026"
46978,4465,370,4513
46978,8775,240,8948
46978,10341,170,10476
46978,9107,110,9176
46978,15689,110,15913
46978,** ,** ,** 
,,,
46979,"155,139","2,370","156,624"
46979,7882,730,7975
46979,17151,470,17325
46979,21990,350,22180
46979,27245,310,27503
46979,58640,440,59148
46979,22231,70,22493
,,,
46982,"59,773","1,180","60,608"
46982,5175,430,5243
46982,10917,300,11020
46982,11855,190,11952
46982,11406,130,11539
46982,20420,130,20854
46982,** ,** ,** 
,,,
46985,"31,130",650,"31,600"
46985,2491,230,2520
46985,6326,170,6453
46985,7236,120,7320
46985,5555,70,5638
46985,9522,60,9669
46985,** ,** ,** 
,,,
46986,"45,791",850,"46,320"
46986,3203,280,3246
46986,7823,210,7865
46986,8885,140,9031
46986,8606,100,8704
46986,17274,120,17474
46986,** ,** ,** 
,,,
46988,"16,462",360,"16,666"
46988,1551,130,1564
46988,3684,110,3790
46988,3834,60,3834
46988,2763,30,2848
46988,4630,30,4630
46988,** ,** ,** 
,,,
46989,"83,023","1,630","84,052"
46989,6630,610,6717
46989,12237,340,12391
46989,15731,250,15943
46989,17148,200,17284
46989,31277,230,31717
46989,** ,** ,** 
,,,
46990,"21,298",360,"21,483"
46990,1278,120,1278
46990,3564,90,3652
46990,2972,50,3020
46990,4064,50,4064
46990,9420,50,9469
46990,** ,** ,** 
,,,
46991,"35,090",790,"35,597"
46991,3761,290,3808
46991,8728,240,8873
46991,6962,110,7012
46991,7981,90,8112
46991,7658,60,7792
46991,** ,** ,** 
,,,
46992,"408,332","7,730","416,311"
46992,34997,3080,35385
46992,69917,1940,70658
46992,73091,1190,73898
46992,61837,720,62473
46992,85170,660,86293
46992,83320,140,87604
,,,
46994,"67,965","1,250","68,766"
46994,4711,400,4764
46994,11298,310,11446
46994,13015,210,13136
46994,12684,150,12762
46994,20187,160,20588
46994,6070,20,6070
,,,
46996,"159,872","3,150","162,361"
46996,14968,1250,15200
46996,29049,800,29443
46996,28789,470,29102
46996,22853,260,23181
46996,39688,310,40339
46996,24525,60,25096
,,,
47001,"263,887","5,140","266,074"
47001,22903,1930,23100
47001,45353,1250,45693
47001,47483,780,47919
47001,44070,510,44389
47001,75580,580,76100
47001,28498,90,28873
,,,
47003,"18,078",420,"18,270"
47003,2312,160,2334
47003,4854,140,4907
47003,2854,50,2971
47003,2729,30,2729
47003,5329,40,5329
47003,** ,** ,** 
,,,
47006,"427,520","5,960","434,364"
47006,21424,2030,21790
47006,45815,1260,46613
47006,50697,810,51425
47006,56936,650,57665
47006,124304,940,125784
47006,128344,270,131087
,,,
47010,"6,564",120,"6,608"
47010,446,40,446
47010,1007,30,1051
47010,1455,20,1455
47010,3656,30,3656
47010,** ,** ,** 
47010,0,0,0
,,,
47011,"18,667",430,"18,767"
47011,1993,170,2026
47011,3473,100,3508
47011,4623,80,4655
47011,3167,40,3167
47011,5411,40,5411
47011,** ,** ,** 
,,,
47012,"272,038","4,700","276,186"
47012,18567,1640,18878
47012,41439,1120,41942
47012,46291,750,46893
47012,44277,510,44814
47012,73193,570,74009
47012,48271,110,49650
,,,
47016,"25,517",450,"25,841"
47016,1500,130,1518
47016,3548,100,3625
47016,5363,90,5403
47016,4972,60,5071
47016,10134,70,10224
47016,** ,** ,** 
,,,
47017,"14,802",290,"14,892"
47017,1411,120,1464
47017,2574,70,2574
47017,2021,30,2058
47017,2115,20,2115
47017,6681,50,6681
47017,** ,** ,** 
,,,
47018,"103,320","2,060","104,231"
47018,8821,730,8916
47018,19375,540,19525
47018,19556,320,19708
47018,19674,230,19806
47018,27302,210,27684
47018,8592,30,8592
,,,
47020,"21,043",450,"21,122"
47020,1802,160,1817
47020,4899,140,4899
47020,5152,80,5216
47020,2613,30,2613
47020,6577,40,6577
47020,** ,** ,** 
,,,
47022,"108,270","1,580","109,617"
47022,4630,460,4691
47022,10945,300,11129
47022,15218,240,15431
47022,16794,190,16960
47022,43363,330,43834
47022,17320,60,17572
,,,
47023,"34,244",760,"34,629"
47023,3157,280,3183
47023,7670,210,7762
47023,7404,120,7468
47023,6726,80,6816
47023,9287,70,9400
47023,** ,** ,** 
,,,
47024,"51,139","1,190","51,596"
47024,5677,470,5789
47024,11485,320,11586
47024,11389,190,11519
47024,10639,120,10709
47024,11949,90,11993
47024,** ,** ,** 
,,,
47025,"706,506","11,090","714,591"
47025,40521,3580,41061
47025,87648,2400,88475
47025,105993,1720,106913
47025,111757,1280,112833
47025,228734,1740,231082
47025,131853,370,134227
,,,
47030,"29,374",700,"29,571"
47030,3336,300,3385
47030,6718,180,6768
47030,6680,110,6727
47030,4323,50,4323
47030,8317,60,8368
47030,** ,** ,** 
,,,
47031,"120,887","2,510","121,809"
47031,11425,990,11562
47031,22269,610,22465
47031,23700,390,23852
47031,22186,250,22333
47031,30467,240,30757
47031,10840,30,10840
,,,
47032,"86,544","1,720","87,190"
47032,6922,590,6985
47032,17915,480,18044
47032,16367,270,16481
47032,15861,180,15935
47032,21569,170,21835
47032,7910,30,7910
,,,
47036,"38,254",560,"38,776"
47036,2123,190,2144
47036,5009,130,5066
47036,4293,70,4368
47036,4602,50,4651
47036,11574,90,11894
47036,10653,30,10653
,,,
47037,"94,358","1,960","95,435"
47037,8465,730,8644
47037,19664,530,19804
47037,19339,310,19576
47037,16860,200,17006
47037,22583,170,22958
47037,7447,20,7447
,,,
47038,"21,990",470,"22,101"
47038,2435,180,2450
47038,4311,120,4365
47038,4739,80,4739
47038,3788,40,3830
47038,6717,50,6717
47038,** ,** ,** 
,,,
47040,"123,713","2,380","124,576"
47040,10744,880,10843
47040,21258,580,21408
47040,24204,390,24375
47040,20926,240,21042
47040,33932,260,34259
47040,12649,30,12649
,,,
47041,"160,189","3,020","162,103"
47041,12141,1090,12316
47041,25245,700,25510
47041,28673,470,29028
47041,28556,330,28894
47041,49249,380,49841
47041,16325,50,16514
,,,
47042,"90,716","1,960","91,687"
47042,8612,740,8713
47042,19705,540,19933
47042,17220,280,17367
47042,18487,210,18615
47042,26692,190,27059
47042,** ,** ,** 
,,,
47043,"99,192","2,290","99,904"
47043,10986,940,11087
47043,21419,600,21563
47043,19762,330,19848
47043,17333,200,17460
47043,29692,220,29946
47043,** ,** ,** 
,,,
47060,"217,150","3,300","220,257"
47060,10949,1000,11167
47060,24689,670,25075
47060,33612,540,34161
47060,34816,400,35134
47060,78252,590,79242
47060,34832,100,35478
,,,
47102,"110,697","2,720","111,198"
47102,13921,1160,14023
47102,28590,770,28690
47102,24722,400,24791
47102,17179,200,17245
47102,26285,190,26449
47102,** ,** ,** 
,,,
47106,"154,931","2,190","157,156"
47106,8137,690,8236
47106,17916,490,18089
47106,21363,340,21643
47106,20949,240,21145
47106,47158,360,47737
47106,39408,70,40306
,,,
47108,"39,561",980,"40,042"
47108,4652,400,4728
47108,10178,280,10285
47108,9178,150,9242
47108,7630,90,7732
47108,7923,60,8055
47108,** ,** ,** 
,,,
47110,"7,560",200,"7,585"
47110,839,80,864
47110,2265,60,2265
47110,1647,30,1647
47110,2809,30,2809
47110,** ,** ,** 
47110,** ,** ,** 
,,,
47111,"442,572","7,420","446,901"
47111,28188,2320,28523
47111,66994,1840,67569
47111,68640,1110,69351
47111,71630,830,72234
47111,153992,1160,155155
47111,53128,160,54069
,,,
47112,"436,866","7,910","440,949"
47112,33629,2800,34131
47112,69935,1930,70560
47112,75366,1220,76021
47112,70838,820,71369
47112,127111,980,128139
47112,59987,160,60729
,,,
47114,"9,631",210,"9,690"
47114,885,80,920
47114,1694,50,1694
47114,1379,20,1403
47114,2247,30,2247
47114,3426,30,3426
47114,0,0,0
,,,
47115,"56,068","1,100","56,468"
47115,4659,390,4717
47115,9843,270,9934
47115,11722,190,11785
47115,10512,120,10556
47115,19332,130,19476
47115,** ,** ,** 
,,,
47116,"12,609",330,"12,674"
47116,1365,130,1365
47116,4015,110,4080
47116,2670,40,2670
47116,4559,50,4559
47116,** ,** ,** 
47116,** ,** ,** 
,,,
47117,"108,064","1,990","109,092"
47117,7546,610,7626
47117,19107,530,19215
47117,20316,330,20451
47117,21421,250,21575
47117,31448,240,31999
47117,8226,30,8226
,,,
47118,"56,959","1,440","57,417"
47118,7085,620,7188
47118,15216,420,15354
47118,11534,190,11589
47118,8472,100,8512
47118,14652,110,14774
47118,** ,** ,** 
,,,
47119,"642,869","5,860","656,334"
47119,16749,1590,17043
47119,33646,930,34254
47119,45730,730,46280
47119,57394,650,58110
47119,180028,1310,182280
47119,309322,650,318367
,,,
47120,"18,422",410,"18,573"
47120,1888,150,1914
47120,4024,110,4107
47120,4184,70,4184
47120,4042,50,4084
47120,4284,30,4284
47120,** ,** ,** 
,,,
47122,"384,312","5,320","388,830"
47122,16677,1480,16944
47122,42097,1140,42542
47122,49108,790,49670
47122,56595,650,57085
47122,140111,1040,141393
47122,79724,220,81196
,,,
47124,"181,568","2,320","183,491"
47124,7987,680,8109
47124,14975,410,15135
47124,22169,360,22429
47124,27374,310,27621
47124,62499,470,63055
47124,46564,90,47142
,,,
47125,"29,512",700,"29,899"
47125,3402,280,3477
47125,7573,210,7665
47125,6147,100,6263
47125,5311,60,5311
47125,7079,50,7183
47125,** ,** ,** 
,,,
47126,"129,167","2,100","130,299"
47126,7860,650,7941
47126,17923,490,18042
47126,21799,360,21898
47126,21011,240,21151
47126,39365,300,39646
47126,21209,60,21621
,,,
47129,"366,334","9,390","368,761"
47129,50673,3940,51108
47129,110085,3070,110652
47129,76113,1250,76620
47129,53976,630,54229
47129,54803,440,55188
47129,20684,60,20964
,,,
47130,"1,195,074","23,300","1,207,385"
47130,102774,8090,103744
47130,254986,7000,256952
47130,218677,3560,220619
47130,177960,2070,179334
47130,285178,2190,287945
47130,155499,390,158791
,,,
47135,"27,613",570,"27,766"
47135,2330,190,2351
47135,5546,150,5603
47135,6748,110,6784
47135,5295,60,5334
47135,7694,60,7694
47135,** ,** ,** 
,,,
47136,"168,156","2,240","170,076"
47136,7438,620,7515
47136,16629,450,16840
47136,20887,330,21073
47136,25603,290,25906
47136,60136,450,60819
47136,37463,100,37923
,,,
47137,"28,971",600,"29,198"
47137,2622,230,2645
47137,5204,150,5283
47137,6300,100,6363
47137,5791,70,5853
47137,9054,50,9054
47137,** ,** ,** 
,,,
47138,"93,583","1,970","94,243"
47138,9036,740,9158
47138,18489,510,18627
47138,20275,330,20416
47138,16694,190,16774
47138,29089,200,29268
47138,** ,** ,** 
,,,
47140,"45,902","1,160","46,165"
47140,5908,510,5945
47140,11365,320,11419
47140,9699,160,9769
47140,7906,90,7947
47140,11024,80,11085
47140,** ,** ,** 
,,,
47141,"40,744",730,"41,074"
47141,2956,240,3013
47141,7107,190,7190
47141,6961,110,7011
47141,7743,90,7768
47141,15977,100,16092
47141,** ,** ,** 
,,,
47142,"16,545",370,"16,658"
47142,1672,140,1734
47142,3510,100,3510
47142,3590,60,3641
47142,2804,30,2804
47142,4969,40,4969
47142,** ,** ,** 
,,,
47143,"109,456","1,740","110,433"
47143,5679,500,5748
47143,14240,380,14385
47143,17814,290,17968
47143,21794,250,21967
47143,36685,290,37121
47143,13244,30,13244
,,,
47145,"38,440",860,"38,665"
47145,3936,330,3976
47145,8354,230,8408
47145,7874,130,7899
47145,8055,90,8161
47145,10221,80,10221
47145,** ,** ,** 
,,,
47147,"22,373",450,"22,594"
47147,1617,140,1640
47147,4177,120,4269
47147,4705,80,4705
47147,4517,50,4623
47147,7357,60,7357
47147,** ,** ,** 
,,,
47150,"1,213,413","23,640","1,226,872"
47150,110779,8930,112272
47150,241090,6660,243128
47150,204248,3330,206064
47150,170526,1980,172146
47150,299717,2270,302312
47150,187053,470,190950
,,,
47161,"88,436","1,720","89,193"
47161,7040,570,7102
47161,15613,430,15726
47161,18183,300,18296
47161,16901,200,17002
47161,24618,200,24986
47161,6081,20,6081
,,,
47162,"20,883",440,"21,002"
47162,2030,150,2030
47162,5067,140,5142
47162,3374,60,3374
47162,4011,50,4055
47162,6401,40,6401
47162,** ,** ,** 
,,,
47163,"36,397",690,"36,578"
47163,2951,240,2972
47163,6304,180,6325
47163,6939,110,7008
47163,7188,80,7188
47163,13015,80,13085
47163,** ,** ,** 
,,,
47164,"84,368","1,630","85,188"
47164,7425,610,7493
47164,14850,400,14962
47164,15472,250,15628
47164,14434,170,14568
47164,21963,170,22313
47164,10224,30,10224
,,,
47165,"128,164","2,680","129,371"
47165,11179,940,11333
47165,26537,750,26757
47165,29206,470,29440
47165,22426,260,22548
47165,30892,240,31369
47165,7924,20,7924
,,,
47166,"33,713",680,"34,059"
47166,2973,230,3018
47166,6469,180,6547
47166,6563,110,6631
47166,7272,80,7292
47166,10436,80,10571
47166,** ,** ,** 
,,,
47167,"309,845","6,940","313,190"
47167,33194,2790,33676
47167,70408,1950,71015
47167,60491,990,61059
47167,49948,580,50310
47167,70035,550,70884
47167,25769,80,26246
,,,
47170,"303,325","6,480","305,810"
47170,31216,2530,31552
47170,66898,1830,67368
47170,57678,940,58143
47170,48092,560,48388
47170,69362,540,69793
47170,30079,80,30566
,,,
47172,"628,908","9,040","636,834"
47172,32595,2750,33054
47172,72261,1960,73014
47172,85776,1400,86607
47172,86372,990,87261
47172,210678,1580,212777
47172,141226,360,144121
,,,
47175,"17,230",380,"17,387"
47175,1523,130,1523
47175,4502,120,4604
47175,3391,60,3391
47175,3350,40,3405
47175,4464,30,4464
47175,** ,** ,** 
,,,
47177,"31,144",580,"31,351"
47177,2482,200,2517
47177,4988,130,5048
47177,5881,100,5937
47177,5775,70,5775
47177,12018,80,12074
47177,** ,** ,** 
,,,
47201,"1,459,450","21,410","1,474,022"
47201,83408,7240,84285
47201,182427,4990,183852
47201,201505,3240,203205
47201,191778,2230,193065
47201,381444,2810,385292
47201,418888,900,424323
,,,
47203,"968,100","13,090","976,771"
47203,47758,4190,48253
47203,105485,2880,106353
47203,122025,1970,123115
47203,130704,1510,131756
47203,278607,2070,281003
47203,283521,470,286291
,,,
47220,"141,231","2,490","143,105"
47220,9947,890,10092
47220,23075,630,23351
47220,21809,350,22051
47220,21619,250,21834
47220,39455,300,39899
47220,25326,70,25878
,,,
47223,"27,564",660,"27,761"
47223,3330,270,3365
47223,6757,180,6810
47223,5853,100,5890
47223,5756,70,5828
47223,5868,40,5868
47223,** ,** ,** 
,,,
47224,"8,697",200,"8,742"
47224,987,80,987
47224,1809,50,1854
47224,2028,30,2028
47224,3873,40,3873
47224,** ,** ,** 
47224,** ,** ,** 
,,,
47227,"33,041",720,"33,251"
47227,3251,260,3312
47227,7039,190,7108
47227,8705,140,8740
47227,6311,70,6356
47227,7735,60,7735
47227,** ,** ,** 
,,,
47229,"67,912","1,450","68,397"
47229,6295,550,6328
47229,13798,370,13876
47229,15301,250,15448
47229,12986,150,13057
47229,19532,130,19688
47229,** ,** ,** 
,,,
47230,"40,497",900,"40,818"
47230,3761,320,3810
47230,10375,280,10451
47230,7992,130,8042
47230,7365,90,7396
47230,11004,80,11119
47230,** ,** ,** 
,,,
47231,"23,110",510,"23,257"
47231,2348,200,2383
47231,5015,140,5062
47231,4726,80,4791
47231,3543,40,3543
47231,7478,50,7478
47231,** ,** ,** 
,,,
47232,"63,823","1,210","64,305"
47232,4825,420,4870
47232,10822,300,10908
47232,11500,190,11577
47232,11269,130,11360
47232,20353,150,20536
47232,5054,20,5054
,,,
47234,"40,710",700,"41,536"
47234,2649,240,2678
47234,5774,160,5844
47234,6816,110,6908
47234,7144,80,7183
47234,18327,110,18923
47234,** ,** ,** 
,,,
47235,"45,502",850,"45,879"
47235,3258,300,3285
47235,7890,210,7937
47235,8086,130,8167
47235,8447,100,8516
47235,17821,110,17974
47235,** ,** ,** 
,,,
47240,"548,194","10,390","555,439"
47240,41981,3720,42534
47240,98593,2660,99731
47240,102448,1660,103781
47240,90653,1050,91613
47240,143371,1100,145053
47240,71148,200,72727
,,,
47243,"114,426","2,330","115,730"
47243,10905,880,10991
47243,24408,670,24707
47243,21091,340,21262
47243,16504,190,16652
47243,27653,220,28253
47243,13865,30,13865
,,,
47244,"18,168",340,"18,321"
47244,1230,110,1230
47244,3647,100,3749
47244,2964,50,2964
47244,2672,30,2723
47244,7655,50,7655
47244,** ,** ,** 
,,,
47246,"102,256","1,950","103,461"
47246,7976,680,8069
47246,17630,480,17791
47246,19095,310,19209
47246,18889,220,19072
47246,28036,220,28690
47246,10630,40,10630
,,,
47250,"540,548","10,120","547,133"
47250,46412,3890,46975
47250,95421,2620,96267
47250,88836,1450,89620
47250,79919,920,80622
47250,134143,1030,135661
47250,95817,210,97988
,,,
47260,"34,890",820,"35,102"
47260,4064,340,4085
47260,8185,230,8238
47260,7362,120,7387
47260,5502,60,5615
47260,9777,70,9777
47260,** ,** ,** 
,,,
47264,"28,137",590,"28,325"
47264,2555,210,2555
47264,5784,160,5857
47264,6384,110,6445
47264,5340,60,5394
47264,8074,50,8074
47264,** ,** ,** 
,,,
47265,"410,108","9,300","414,433"
47265,46152,3900,46574
47265,92042,2560,92614
47265,80981,1320,81541
47265,66114,770,66615
47265,85129,670,86038
47265,39690,80,41051
,,,
47270,"16,102",340,"16,159"
47270,1512,120,1512
47270,3620,100,3677
47270,3243,50,3243
47270,3067,40,3067
47270,4660,30,4660
47270,** ,** ,** 
,,,
47272,"42,260",920,"42,766"
47272,3662,330,3726
47272,9662,270,9805
47272,9115,150,9236
47272,7446,90,7479
47272,12375,80,12520
47272,** ,** ,** 
,,,
47273,"46,225",900,"46,529"
47273,3645,300,3676
47273,8764,230,8804
47273,10652,170,10718
47273,7598,90,7662
47273,15566,110,15669
47273,** ,** ,** 
,,,
47274,"804,653","15,160","812,303"
47274,61246,5220,61902
47274,161337,4350,162416
47274,142425,2330,143572
47274,110150,1280,111317
47274,221806,1670,223741
47274,107689,310,109355
,,,
47281,"39,035",710,"39,446"
47281,2460,220,2512
47281,6740,180,6818
47281,7879,130,7970
47281,6710,80,6767
47281,15246,100,15379
47281,** ,** ,** 
,,,
47283,"74,665","1,640","75,255"
47283,6938,610,7031
47283,16033,440,16134
47283,17252,280,17386
47283,15690,180,15778
47283,18752,130,18926
47283,** ,** ,** 
,,,
47302,"388,849","11,380","391,505"
47302,71760,5900,72390
47302,107612,3020,108118
47302,77252,1270,77750
47302,54808,640,55133
47302,65037,510,65734
47302,12380,40,12380
,,,
47303,"361,195","9,320","365,257"
47303,55518,4590,56066
47303,85761,2410,86521
47303,65361,1070,66001
47303,55902,650,56293
47303,65627,520,66377
47303,33026,80,33999
,,,
47304,"847,024","13,890","858,613"
47304,60219,5040,61061
47304,115899,3180,117292
47304,129889,2100,131300
47304,118460,1370,119485
47304,231419,1760,234154
47304,191138,440,195321
,,,
47305,"41,836","1,350","42,461"
47305,10012,820,10117
47305,12187,340,12325
47305,5568,90,5656
47305,4686,50,4686
47305,9383,50,9677
47305,** ,** ,** 
,,,
47320,"97,279","1,860","98,506"
47320,8098,670,8178
47320,17137,470,17284
47320,17683,290,17890
47320,17665,210,17842
47320,24289,190,24905
47320,12407,30,12407
,,,
47325,"11,748",310,"11,831"
47325,1480,130,1522
47325,3242,90,3242
47325,2728,50,2769
47325,4298,40,4298
47325,** ,** ,** 
47325,** ,** ,** 
,,,
47326,"35,146",780,"35,624"
47326,3412,290,3482
47326,8928,240,9023
47326,6085,100,6178
47326,6909,80,6970
47326,9812,70,9971
47326,** ,** ,** 
,,,
47327,"86,372","1,920","87,527"
47327,9295,800,9447
47327,17597,480,17765
47327,19340,310,19506
47327,13441,160,13624
47327,19590,150,20076
47327,7109,20,7109
,,,
47330,"134,163","2,480","136,594"
47330,10473,900,10638
47330,23420,650,23692
47330,23554,380,23785
47330,19761,230,19940
47330,34748,270,35500
47330,22207,50,23039
,,,
47331,"427,468","9,670","432,537"
47331,47589,4040,48139
47331,95873,2620,96810
47331,85576,1390,86381
47331,70655,820,71302
47331,87054,690,88063
47331,40721,110,41842
,,,
47334,"81,660","1,550","82,376"
47334,6911,580,6979
47334,13376,370,13470
47334,15017,240,15136
47334,14575,170,14720
47334,20694,160,20984
47334,11087,30,11087
,,,
47336,"64,339","1,580","64,793"
47336,7859,670,7908
47336,16364,460,16467
47336,14466,230,14577
47336,9777,110,9842
47336,15873,110,15999
47336,** ,** ,** 
,,,
47338,"59,811","1,250","60,658"
47338,6045,480,6086
47338,12143,340,12224
47338,11892,190,12005
47338,8626,100,8698
47338,21105,140,21645
47338,** ,** ,** 
,,,
47339,"13,760",290,"13,871"
47339,1424,110,1464
47339,2592,70,2592
47339,2949,50,3020
47339,2608,30,2608
47339,4187,30,4187
47339,** ,** ,** 
,,,
47340,"62,248","1,340","62,897"
47340,6526,540,6591
47340,12532,340,12652
47340,12366,200,12450
47340,11255,130,11373
47340,19569,130,19831
47340,** ,** ,** 
,,,
47341,"46,849",970,"47,473"
47341,3933,350,3999
47341,9109,250,9248
47341,11057,180,11216
47341,8572,100,8668
47341,14178,90,14342
47341,** ,** ,** 
,,,
47342,"64,963","1,240","65,733"
47342,5715,460,5804
47342,11935,330,12068
47342,12081,200,12223
47342,9513,110,9563
47342,14800,110,15156
47342,10919,30,10919
,,,
47345,"30,716",620,"31,057"
47345,2607,220,2647
47345,6587,180,6670
47345,5194,80,5277
47345,4994,60,4994
47345,11334,80,11469
47345,** ,** ,** 
,,,
47346,"92,383","1,840","93,317"
47346,7458,650,7567
47346,17707,490,17917
47346,18344,300,18498
47346,15571,180,15713
47346,23772,190,24091
47346,9531,30,9531
,,,
47348,"193,312","4,310","195,605"
47348,21032,1750,21255
47348,41485,1150,41848
47348,36211,600,36514
47348,35208,410,35518
47348,46098,360,47192
47348,13278,40,13278
,,,
47352,"22,703",440,"22,897"
47352,1957,160,1982
47352,3590,100,3614
47352,4282,70,4349
47352,4356,50,4356
47352,8518,60,8596
47352,** ,** ,** 
,,,
47353,"129,039","2,680","131,332"
47353,11420,990,11634
47353,25862,720,26231
47353,27595,450,28049
47353,21710,250,22038
47353,29628,230,30288
47353,12824,40,13092
,,,
47354,"25,422",520,"25,626"
47354,2368,190,2419
47354,4200,120,4233
47354,5859,100,5859
47354,4839,60,4859
47354,8156,50,8256
47354,** ,** ,** 
,,,
47355,"53,005","1,230","53,842"
47355,5696,500,5768
47355,11940,330,12104
47355,12431,200,12638
47355,10715,120,10858
47355,12223,80,12474
47355,** ,** ,** 
,,,
47356,"148,651","2,760","150,536"
47356,12236,990,12421
47356,22983,630,23170
47356,26822,440,27065
47356,28268,330,28529
47356,41905,330,42369
47356,16437,40,16982
,,,
47357,"25,509",550,"25,959"
47357,2544,200,2578
47357,5015,140,5111
47357,5644,90,5730
47357,5015,60,5084
47357,7291,60,7456
47357,** ,** ,** 
,,,
47358,"19,296",430,"19,550"
47358,1996,170,2062
47358,3943,110,3943
47358,4465,70,4550
47358,3005,40,3005
47358,5887,40,5990
47358,** ,** ,** 
,,,
47359,"59,190","1,350","59,984"
47359,6366,540,6416
47359,13278,370,13436
47359,12001,200,12155
47359,10894,130,11013
47359,16651,110,16964
47359,** ,** ,** 
,,,
47360,"35,361",700,"35,778"
47360,3102,260,3129
47360,6349,170,6409
47360,6602,110,6683
47360,7003,80,7090
47360,12305,80,12467
47360,** ,** ,** 
,,,
47362,"557,466","12,170","562,527"
47362,62849,5130,63410
47362,118901,3270,119724
47362,102114,1670,102908
47362,81449,950,82080
47362,126140,980,127368
47362,66013,170,67037
,,,
47368,"61,788","1,270","62,600"
47368,5663,480,5728
47368,12603,350,12740
47368,13041,210,13126
47368,10390,120,10497
47368,20091,110,20509
47368,** ,** ,** 
,,,
47369,"21,033",550,"21,188"
47369,2518,220,2536
47369,6392,180,6451
47369,4874,80,4914
47369,3350,40,3388
47369,3899,30,3899
47369,** ,** ,** 
,,,
47371,"249,341","5,490","252,885"
47371,25794,2260,26118
47371,59007,1610,59554
47371,45443,740,45950
47371,39513,460,39887
47371,46104,360,46719
47371,33480,60,34657
,,,
47373,"37,435",960,"37,837"
47373,4881,420,4955
47373,9676,260,9721
47373,9394,150,9530
47373,5624,70,5678
47373,7860,60,7953
47373,** ,** ,** 
,,,
47374,"895,578","19,720","907,889"
47374,106132,8850,107165
47374,186649,5230,188075
47374,154695,2510,156129
47374,123073,1420,124298
47374,174806,1350,177147
47374,150223,360,155075
,,,
47380,"36,940",870,"37,366"
47380,3967,340,4021
47380,8228,230,8305
47380,9640,160,9753
47380,6645,80,6688
47380,8460,60,8599
